Plant Type,Family,Common Name,Genus,Organism,BLH ,BLTVA,BCTV,Barcode,Query,Sequences,Collection Date,Time Period,Region,Site,Plant BLH collected from
Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,162,0,0,trnF,bc1169--bc1177,2,2019-08-01,Early August,Paterson,475,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,40,0,0,ITS,bc1140--bc1153,15,2019-06-14,Early June,Pasco,505,Pigweed
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,44,0,0,ITS,bc1155--bc1156,4,2019-06-14,Early June,Pasco,WSU,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,54,0,0,ITS,bc1140--bc1157,249,2019-06-21,Late June,Pasco,WSU,Pigweed
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,56,0,0,ITS,bc1140--bc1156,2,2019-06-21,Late June,Pasco,WSU,Pigweed
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,69,1,0,ITS,bc1133--bc1155,377,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,71,0,1,ITS,bc1123--bc1155,3,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,72,0,0,ITS,bc1124--bc1155,49,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,73,1,0,ITS,bc1150--bc1154,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,79,1,0,ITS,bc1152--bc1154 ,3,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,82,1,0,ITS,bc1153--bc1154,34,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,114,0,0,ITS,bc1156--bc1189,41,2019-07-11,Early July,Paterson,475,Potato
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,153,0,0,ITS,bc1133--bc1189,32,2019-07-31,Late July,Mattawa,RDR,Pigweed
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,159,0,0,ITS,bc1123--bc1154,2,2019-08-01,Early August,Paterson,475,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,161,0,0,ITS,bc1150--bc1173,9,2019-08-01,Early August,Paterson,475,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,162,0,0,ITS,bc1146--bc1173,33,2019-08-01,Early August,Paterson,475,Kochia
Lambsquarter,Amaranthaceae,Common Lambsquarter,Chenopodium,Chenopodium album,167,0,0,ITS,bc1158--bc1173,4,2019-08-02,Early August,Pasco,413,Russian thistle
Mustard,Brassicaceae,Blue_ Purple or Musk Mustard,Chorispora,Chorispora tenella,2,0,0,ITS,bc1134--bc1140,2,2019-06-03,Early June,Mattawa ,RDR,Russian thistle
Mustard,Brassicaceae,Blue_ Purple or Musk Mustard,Chorispora,Chorispora tenella,33,0,0,ITS,bc1152--bc1155,2,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Mustard,Brassicaceae,Blue_ Purple or Musk Mustard,Chorispora,Chorispora tenella,34,0,0,ITS,bc1153--bc1155,2,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Mustard,Brassicaceae,Blue_ Purple or Musk Mustard,Chorispora,Chorispora tenella,167,0,0,ITS,bc1158--bc1173,6,2019-08-02,Early August,Pasco,413,Russian thistle
Crop,Cucurbitaceae,Watermelon,Citrullus,Citrullus lanatus,163,0,0,trnF,bc1169--bc1176,3,2019-08-02,Early August,Pasco,WSU,Kochia
Tree,Rutaceae,Bitter orange or Seville orange,Citrus,Citrus aurantium,33,0,0,trnF,bc1108--bc1178,3,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Tree,Rutaceae,Bitter orange or Seville orange,Citrus,Citrus aurantium,161,0,0,ITS,bc1169--bc1178,5,2019-08-01,Early August,Paterson,475,Kochia
Tree,Rutaceae,Bitter orange or Seville orange,Citrus,Citrus clementina,92,0,0,trnF,bc1120--bc1143,14,2019-07-05,Early July,Mattawa,WSU,Potato
Tree,Rutaceae,Sweet orange,Citrus,Citrus sinensis,52,0,0,ITS,bc1140--bc1158,2,2019-06-20,Late June,Paterson,475,Pigweed
Tree,Rutaceae,Sweet orange,Citrus,Citrus sinensis,82,1,0,ITS,bc1153--bc1154,4,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Convolvulaceae,Field Bindweed,Convolvulus,Convolvulus arvensis,162,0,0,ITS,bc1146--bc1173,24,2019-08-01,Early August,Paterson,475,Kochia
Weed,Convolvulaceae,Field Bindweed,Convolvulus,Convolvulus arvensis,162,0,0,trnF,bc1169--bc1177 ,23,2019-08-01,Early August,Paterson,475,Kochia
Weed,Asteraceae,Common sandaster or California Aster,Corethrogyne,Corethrogyne filaginifolia,20,0,0,ITS,bc1140--bc1146,4,2019-06-12,Early June,Mattawa ,RDR,Potato
Weed,Asteraceae,Common sandaster or California Aster,Corethrogyne,Corethrogyne filaginifolia,33,0,0,ITS,bc1152--bc1155,8,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Crop,Apiaceae,Coriander or Cilantro,Coriandrum,Coriandrum sativum,45,0,0,trnF,bc1108--bc1115,2,2019-06-14,Early June,Pasco,WSU,Kochia
Crop,Apiaceae,Coriander or Cilantro,Coriandrum,Coriandrum sativum,51,0,0,trnF,bc1108--bc1113,3,2019-06-14,Early June,Pasco,WSU,Russian thistle
Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,39,0,0,ITS,bc1140--bc1152,7,2019-06-14,Early June,Pasco,505,Pigweed
Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,45,0,0,ITS,bc1155--bc1159,6,2019-06-14,Early June,Pasco,WSU,Kochia
Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,52,0,0,ITS,bc1140--bc1158,2,2019-06-20,Late June,Paterson,475,Pigweed
Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,69,1,0,ITS,bc1133--bc1155,5,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,72,0,0,ITS,bc1124--bc1155,18,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,73,1,0,ITS,bc1150--bc1154,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,93,0,0,ITS,bc1146--bc1189,12,2019-07-05,Early July,Mattawa,WSU,Potato
Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,153,0,0,ITS,bc1133--bc1189,8,2019-07-31,Late July,Mattawa,RDR,Pigweed
Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,166,0,0,ITS,bc1135--bc1140,3,2019-08-02,Early August,Pasco,WSU,Pigweed
Crop,Cucurbitaceae,Winter Squash or Pumpkin,Cucurbita,Cucurbita pepo,2,0,0,ITS,bc1134--bc1140,3,2019-06-03,Early June,Mattawa ,RDR,Russian thistle
Crop,Cucurbitaceae,Winter Squash or Pumpkin,Cucurbita,Cucurbita pepo,60,0,1,ITS,bc1140--bc1159,3,2019-07-03,Early July,Mattawa ,RDJ,Potato
Mustard,Brassicaceae,Flixweed or Tansy Mustard,Descurainia,Descurainia sophia,12,0,0,ITS,bc1123--bc1140,765,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Mustard,Brassicaceae,Flixweed or Tansy Mustard,Descurainia,Descurainia sophia,12,0,0,trnF,bc1100--bc1142,76,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Mustard,Brassicaceae,Flixweed or Tansy Mustard,Descurainia,Descurainia sophia,18,1,0,ITS,bc1124--bc1140,51,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Mustard,Brassicaceae,Flixweed or Tansy Mustard,Descurainia,Descurainia sophia,33,0,0,ITS,bc1152--bc1155,5,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Mustard,Brassicaceae,Flixweed or Tansy Mustard,Descurainia,Descurainia sophia,69,1,0,ITS,bc1133--bc1155,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Tree,Sapindaceae,Longan Tropical Fruit,Dimocarpus,Dimocarpus longan,18,1,0,ITS,bc1124--bc1140,2,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,19,0,1,ITS,bc1140--bc1150,13,2019-06-12,Early June,Mattawa ,RDR,Potato
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,33,0,0,trnF,bc1108--bc1178,86,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,33,0,0,trnF,bc1108--bc1178,6,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,35,0,0,trnF,bc1108--bc1176,22,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,56,0,0,ITS,bc1140--bc1156,2,2019-06-21,Late June,Pasco,WSU,Pigweed
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,73,1,0,trnF,bc1107--bc1178,16,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,82,1,0,trnF,bc1107--bc1110,28,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,103,1,1,trnF,bc1107--bc1109,48,2019-07-10,Early July,Mattawa,RDJ,Kochia
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,108,1,0,trnF,bc1107--bc1120,7,2019-07-11,Early July,Paterson,107,Russian thistle
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,109,0,0,trnF,bc1107--bc1115,17,2019-07-11,Early July,Paterson,107,Russian thistle
Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,169,0,0,trnF,bc1115--bc1169,14,2019-08-02,Early August,Pasco,WSU,Russian thistle
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,35,0,0,ITS,bc1155--bc1158,88,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,69,1,0,ITS,bc1133--bc1155,7,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,73,1,0,ITS,bc1150--bc1154,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,74,1,1,ITS,bc1146--bc1154,12,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,79,1,0,ITS,bc1152--bc1154,120,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,82,1,0,ITS,bc1153--bc1154,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,92,0,0,ITS,bc1150--bc1189,6,2019-07-05,Early July,Mattawa,WSU,Potato
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,103,1,1,ITS,bc1154--bc1158,133,2019-07-10,Early July,Mattawa,RDJ,Kochia
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,106,0,0,ITS,bc1158--bc1189,18,2019-07-11,Early July,Paterson,107,Potato
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,108,1,0,ITS,bc1154--bc1157,2,2019-07-11,Early July,Paterson,107,Russian thistle
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,111,1,0,ITS,bc1135--bc1154,2,2019-07-11,Early July,Paterson,107,Russian thistle
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,163,0,0,ITS,bc1152--bc1173,4,2019-08-02,Early August,Pasco,WSU,Kochia
Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,169,0,0,ITS,bc1156--bc1173,3,2019-08-02,Early August,Pasco,WSU,Russian thistle
Weed,Geraniaceae,Heronsbill or Storksbill,Erodium,Erodium carvifolium,44,0,0,trnF,bc1108--bc1109,7,2019-06-14,Early June,Pasco,WSU,Kochia
Weed,Geraniaceae,Heronsbill or Storksbill,Erodium,Erodium carvifolium,50,0,0,trnF,bc1108--bc1114,2,2019-06-14,Early June,Pasco,WSU,Russian thistle
Weed,Geraniaceae,Heronsbill or Storksbill,Erodium,Erodium carvifolium,56,0,0,trnF,bc1142--bc1178,4,2019-06-21,Late June,Pasco,WSU,Pigweed
Weed,Geraniaceae,Redstem Filaree,Erodium,Erodium cicutarium,43,0,0,ITS,bc1155--bc1157,10,2019-06-14,Early June,Pasco,WSU,Kochia
Weed,Geraniaceae,Redstem Filaree,Erodium,Erodium cicutarium,44,0,0,ITS,bc1155--bc1156,58,2019-06-14,Early June,Pasco,WSU,Kochia
Weed,Geraniaceae,Redstem Filaree,Erodium,Erodium cicutarium,45,0,0,ITS,bc1155--bc1159,26,2019-06-14,Early June,Pasco,WSU,Kochia
Weed,Geraniaceae,Redstem Filaree,Erodium,Erodium cicutarium,51,0,0,ITS,bc1148--bc1155,14,2019-06-14,Early June,Pasco,WSU,Russian thistle
Crop,Polygonaceae,Common Buckwheat,Fagopyrum,Fagopyrum esculentum,69,1,0,trnF,bc1108--bc1112,10,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Crop,Polygonaceae,Common Buckwheat,Fagopyrum,Fagopyrum esculentum,162,0,0,trnF,bc1169--bc1177,69,2019-08-01,Early August,Paterson,475,Kochia
Crop,Polygonaceae,Common Buckwheat,Fagopyrum,Fagopyrum esculentum,162,0,0,ITS,bc1146--bc1173,35,2019-08-01,Early August,Paterson,475,Kochia
Tree,Oleaceae,Ash tree,Fraxinus,Fraxinus hupehensis,60,0,1,trnF,bc1113--bc1143,2,2019-07-03,Early July,Mattawa ,RDJ,Potato
Tree,Oleaceae,Ash tree,Fraxinus,Fraxinus hupehensis,134,0,0,trnF,bc1114--bc1144,9,2019-07-12,Early July,Pasco,WSU,Potato
Tree,Oleaceae,Ash tree,Fraxinus,Fraxinus hupehensis,204,1,0,trnF,bc1111--bc1169,13,2019-10-18,Late October,Pasco,RDJ,Russian thistle
Crop,Asteraceae,Common sunflower,Helianthus,Helianthus annuus,134,0,0,trnF,bc1114--bc1144,4,2019-07-12,Early July,Pasco,WSU,Potato
Crop,Asteraceae,Common Sunflower,Helianthus,Helianthus annuus,159,0,0,ITS,bc1123--bc1154,119,2019-08-01,Early August,Paterson,475,Kochia
Nightshade,Solanaceae,Black Henbane,Hyoscyamus,Hyoscyamus niger,1,1,0,ITS,bc1133--bc1140,31,2019-06-03,Early June,Mattawa ,RDR,Russian thistle
Nightshade,Solanaceae,Black Henbane,Hyoscyamus,Hyoscyamus niger,2,0,0,ITS,bc1134--bc1140,3,2019-06-03,Early June,Mattawa ,RDR,Russian thistle
Nightshade,Solanaceae,Black Henbane,Hyoscyamus,Hyoscyamus niger,33,0,0,ITS,bc1152--bc1155,5,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,Black Henbane,Hyoscyamus,Hyoscyamus niger,35,0,0,ITS,bc1155--bc1158,9,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,Black Henbane,Hyoscyamus,Hyoscyamus niger,39,0,0,ITS,bc1140--bc1152,7,2019-06-14,Early June,Pasco,505,Pigweed
Nightshade,Solanaceae,Black Henbane,Hyoscyamus,Hyoscyamus niger,72,0,0,ITS,bc1124--bc1155,7,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,Black Henbane,Hyoscyamus,Hyoscyamus niger,73,1,0,ITS,bc1150--bc1154,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Convolvulaceae,Ginger-leaf Morning Glory,Ipomoea,Ipomoea asarifolia,56,0,0,ITS,bc1140--bc1156,2,2019-06-21,Late June,Pasco,WSU,Pigweed
Weed,Convolvulaceae,Morning Glory,Ipomoea,Ipomoea marabensis,161,0,0,ITS,bc1150--bc1173,7,2019-08-01,Early August,Paterson,475,Kochia
Tree,Juglandaceae,English walnut,Juglans,Juglans regia,160,0,0,ITS,bc1124--bc1154,3,2019-08-01,Early August,Paterson,475,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,1,1,0,ITS,bc1133--bc1140,7,2019-06-03,Early June,Mattawa ,RDR,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,2,0,0,ITS,bc1134--bc1140,4,2019-06-03,Early June,Mattawa ,RDR,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,12,0,0,ITS,bc1123--bc1140,88,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,18,1,0,ITS,bc1124--bc1140,292,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,20,0,0,ITS,bc1140--bc1146,5,2019-06-12,Early June,Mattawa ,RDR,Potato
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,28,1,1,ITS,bc1146--bc1155,77,2019-06-12,Early June,Mattawa ,RDR,Mustard
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,33,0,0,ITS,bc1152--bc1155,41,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,34,0,0,ITS,bc1153--bc1155,14,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,35,0,0,ITS,bc1155--bc1158,10,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,40,0,0,ITS,bc1140--bc1153,3,2019-06-14,Early June,Pasco,505,Pigweed
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,44,0,0,ITS,bc1155--bc1156,5,2019-06-14,Early June,Pasco,WSU,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,50,0,0,ITS,bc1135--bc1155,303,2019-06-14,Early June,Pasco,WSU,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,51,0,0,ITS,bc1148--bc1155,317,2019-06-14,Early June,Pasco,WSU,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,52,0,0,ITS,bc1140--bc1158,8,2019-06-20,Late June,Paterson,475,Pigweed
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,60,0,1,ITS,bc1140--bc1159,2,2019-07-03,Early July,Mattawa ,RDJ,Potato
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,69,1,0,ITS,bc1133--bc1155,198,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,70,0,0,ITS,bc1134--bc1155,23,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,72,0,0,ITS,bc1124--bc1155,33,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,73,1,0,ITS,bc1150--bc1154,77,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,79,1,0,ITS,bc1152--bc1154,53,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,82,1,0,ITS,bc1153--bc1154,80,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,92,0,0,ITS,bc1150--bc1189,46,2019-07-05,Early July,Mattawa,WSU,Potato
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,96,1,0,ITS,bc1152--bc1189,7,2019-07-05,Early July,Mattawa,WSU,Pigweed
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,97,0,0,ITS,bc1153--bc1189,36,2019-07-05,Early July,Mattawa,WSU,Pigweed
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,108,1,0,ITS,bc1154--bc1157,7,2019-07-11,Early July,Paterson,107,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,109,0,0,ITS,bc1154--bc1156,26,2019-07-11,Early July,Paterson,107,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,111,1,0,ITS,bc1135--bc1154,149,2019-07-11,Early July,Paterson,107,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,112,1,0,ITS,bc1148--bc1154 ,7,2019-07-11,Early July,Paterson,475,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,114,0,0,ITS,bc1156--bc1189,7,2019-07-11,Early July,Paterson,475,Potato
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,122,1,0,ITS,bc1133--bc1154,62,2019-07-11,Early July,Paterson,529,Russian thistle
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,128,1,0,ITS,bc1134--bc1154,194,2019-07-12,Early July,Pasco,WSU,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,159,0,0,ITS,bc1123--bc1154,34,2019-08-01,Early August,Paterson,475,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,160,0,0,ITS,bc1124--bc1154,2,2019-08-01,Early August,Paterson,475,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,162,0,0,ITS,bc1146--bc1173,3,2019-08-01,Early August,Paterson,475,Kochia
Russian Thistle,Amaranthaceae,Prickly Russian Thistle (Salwort or Glasswort),Kali,Kali turgidum,163,0,0,ITS,bc1152--bc1173 ,47,2019-08-02,Early August,Pasco,WSU,Kochia
