BLH_ID,type,family,common_name,genus,organism,primer,short,BC,Code,Barcode,OTU ,Sequences,blh_mix_count,time_period,Date,region,site_name,Terpene,host_plant,extraction_date,nucleic_acid,purity,quality,BCTV
215,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,F,bc1171 ,19,7,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,103.9,2.05,1.86,1
215,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,F,bc1171 ,13,2,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,103.9,2.05,1.86,1
215,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,F,bc1171 ,13,2,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,103.9,2.05,1.86,1
218,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,i,bc1191 ,5,8,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,98.9,2.06,1.8,1
218,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,i,bc1191 ,5,8,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,98.9,2.06,1.8,1
218,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,i,bc1191 ,12,3,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,98.9,2.06,1.8,1
218,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,i,bc1191 ,12,3,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,98.9,2.06,1.8,1
219,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,K,bc1192 ,2,14,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,88.4,2.05,1.91,1
219,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,K,bc1192 ,2,14,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,88.4,2.05,1.91,1
219,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,K,bc1192 ,9,17,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,88.4,2.05,1.91,1
219,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,K,bc1192 ,9,17,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,88.4,2.05,1.91,1
219,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,K,bc1192 ,4,4,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,88.4,2.05,1.91,1
219,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,K,bc1192 ,4,4,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,88.4,2.05,1.91,1
221,Crop,Brassicaceae,Canola,Brassica,Brassica napus,ITS,4,bc1150,S,bc1154 ,14,4,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Brassicaceae,Canola,Brassica,Brassica napus,ITS,4,bc1150,S,bc1154 ,14,4,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Brassicaceae,Canola,Brassica,Brassica oleracea,ITS,4,bc1150,S,bc1154 ,15,3,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Brassicaceae,Canola,Brassica,Brassica oleracea,ITS,4,bc1150,S,bc1154 ,15,3,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,ITS,4,bc1150,S,bc1154 ,5,25,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,ITS,4,bc1150,S,bc1154 ,5,25,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,S,bc1154 ,19,2,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,S,bc1154 ,19,2,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,S,bc1154 ,6,85,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,S,bc1154 ,6,85,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,S,bc1154 ,71,39,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,S,bc1154 ,71,39,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
222,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,T,bc1155 ,6,2,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,107.4,2.11,2.3,1
222,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,T,bc1155 ,6,2,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,107.4,2.11,2.3,1
223,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,V,bc1140,4,bc1150 ,5,6,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,86.4,2.09,2.01,1
227,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,4,bc1150,A,bc1160 ,11,2,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,62.8,2.04,1.75,1
227,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,4,bc1150,A,bc1160 ,11,2,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,62.8,2.04,1.75,1
227,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,A,bc1160 ,1,27,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,62.8,2.04,1.75,1
227,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,A,bc1160 ,1,27,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,62.8,2.04,1.75,1
227,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,A,bc1160 ,17,6,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,62.8,2.04,1.75,1
227,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,A,bc1160 ,17,6,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,62.8,2.04,1.75,1
229,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,C,bc1162,3,bc1182 ,1,15,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45259,140.3,2.05,1.68,1
229,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,C,bc1162,3,bc1182 ,4,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45259,140.3,2.05,1.68,1
230,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,D,bc1163,3,bc1182 ,6,3,5,July,45858,Royal City,H-N/A,none,Carrot,45310,116,2.11,1.6,1
230,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,D,bc1163,3,bc1182 ,7,3,5,July,45858,Royal City,H-N/A,none,Carrot,45310,116,2.11,1.6,1
232,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,E,bc1170,3,bc1182 ,8,7,5,June,45838,Royal City,H-N/A,none,Carrot,45310,51.3,2.12,1.56,1
232,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,E,bc1170,3,bc1182 ,1,6,5,June,45838,Royal City,H-N/A,none,Carrot,45310,51.3,2.12,1.56,1
237,Crop,Amaranthaceae,Beet,Beta,Beta vulgaris,ITS,F,bc1171,3,bc1182 ,6,4,5,June,45838,Royal City,H-Rli,R-limonene,Carrot,45310,123.7,2.08,1.66,1
237,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,F,bc1171,3,bc1182 ,17,397,5,June,45838,Royal City,H-Rli,R-limonene,Carrot,45310,123.7,2.08,1.66,1
242,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,G,bc1172,3,bc1182 ,3,13,5,June,45838,Royal City,H-Rli,R-limonene,Carrot,45310,157.4,2.08,1.88,1
248,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,3,bc1182,K,bc1192 ,3,5,5,June,45838,Royal City,H-Rli,R-limonene,Carrot,45310,106.3,2.1,1.6,1
250,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,R,bc1173,3,bc1182 ,10,3,5,June,45838,Royal City,H-Rli,R-limonene,Carrot,45310,42.9,2.09,1.58,1
250,Crop,Asteraceae,Tarragon,Artemisia,Artemisia dracunculus,ITS,R,bc1173,3,bc1182 ,47,210,5,June,45838,Royal City,H-Rli,R-limonene,Carrot,45310,42.9,2.09,1.58,1
250,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,R,bc1173,3,bc1182 ,8,4,5,June,45838,Royal City,H-Rli,R-limonene,Carrot,45310,42.9,2.09,1.58,1
255,Crop,Brassicaceae,Canola,Brassica,Brassica napus,ITS,S,bc1154,3,bc1182 ,1,22,5,June,45838,Royal City,H-Rli,R-limonene,Carrot,45313,130.7,2.02,1.63,1
255,Crop,Brassicaceae,Canola,Brassica,Brassica oleracea,ITS,S,bc1154,3,bc1182 ,4,6,5,June,45838,Royal City,H-Rli,R-limonene,Carrot,45313,130.7,2.02,1.63,1
261,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,3,bc1182,W,bc1189 ,14,3,5,June,45829,Royal City,H-N/A,none,Carrot,45313,82.9,2.09,1.63,1
272,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,F,bc1171,2,bc1181 ,1,31,5,June,45815,Royal City,H-Rli,R-limonene,Carrot,45350,65,2.07,1.51,1
272,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,F,bc1171,2,bc1181 ,3,8,5,June,45815,Royal City,H-Rli,R-limonene,Carrot,45350,65,2.07,1.51,1
274,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,G,bc1172,2,bc1181 ,30,175,5,June,45815,Royal City,H-Rli,R-limonene,Carrot,45350,95.2,2.09,1.6,1
275,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,2,bc1181,H,bc1190 ,9,13,5,June,45815,Royal City,H-Rli,R-limonene,Carrot,45350,95.1,2.07,1.6,1
275,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,2,bc1181,H,bc1190 ,7,65,5,June,45815,Royal City,H-Rli,R-limonene,Carrot,45350,95.1,2.07,1.6,1
275,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,trnF,A,bc1103,13,bc1176 ,1,3,5,June,45815,Royal City,H-Rli,R-limonene,Carrot,45350,95.1,2.07,1.6,1
279,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,R,bc1173,2,bc1181 ,9,2,5,August,45871,Royal City,H-Rli,R-limonene,Carrot,45350,64.2,2.1,1.65,1
279,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,R,bc1173,2,bc1181 ,10,2,5,August,45871,Royal City,H-Rli,R-limonene,Carrot,45350,64.2,2.1,1.65,1
279,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,R,bc1173,2,bc1181 ,1,97,5,August,45871,Royal City,H-Rli,R-limonene,Carrot,45350,64.2,2.1,1.65,1
279,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,R,bc1173,2,bc1181 ,7,4,5,August,45871,Royal City,H-Rli,R-limonene,Carrot,45350,64.2,2.1,1.65,1
212,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,5,bc1146,W,bc1189 ,3,3,6,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,114,2.1,2.48,1
212,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,5,bc1146,W,bc1189 ,3,3,6,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,114,2.1,2.48,1
216,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,G,bc1172 ,5,5,6,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,108.6,2.04,1.68,1
216,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,G,bc1172 ,5,5,6,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,108.6,2.04,1.68,1
216,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,G,bc1172 ,10,2,6,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,108.6,2.04,1.68,1
216,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,G,bc1172 ,10,2,6,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,108.6,2.04,1.68,1
38,Grass,Poaceae,Fescue,Festuca,Festuca gudoschnikovii,ITS,19,bc1166,R,bc1173 ,7,7,3,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,30.6,2.24,2.33,1
41,Grass,Poaceae,Ryegrass,Lolium,Lolium perenne,ITS,V,bc1140,19,bc1166 ,9,2,3,June,45815,Prosser Roza,Q7-Euc,eucalyptol,Hemp,45218,24.2,2.15,2.11,1
41,Grass,Poaceae,Ryegrass,Lolium,Lolium perenne,ITS,V,bc1140,19,bc1166 ,9,2,3,June,45815,Prosser Roza,Q7-Euc,eucalyptol,Hemp,45218,24.2,2.15,2.11,1
129,Grass,Poaceae,Fescue,Festuca,Festuca pyrogea,ITS,12,bc1135,K,bc1192 ,5,2,3,June,45829,Othello Research Farm,C6-Ger,geraniol,Hemp,45247,54.7,2.14,1.82,1
10,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,20,bc1137,G,bc1172 ,11,2,4,June,45829,Prosser Roza,Q5-Ter,terpinolene,Hemp,45209,57.6,2.09,1.77,1
12,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,20,bc1137,i,bc1191 ,14,6,4,July,45858,Prosser Roza,Q2-Ger,geraniol,Hemp,45209,128.6,2.09,1.95,1
18,Grass,Poaceae,Bluegrass,Poa,Poa glauca,ITS,A,bc1160,19,bc1166 ,24,8,4,June,45815,Prosser Roza,Q7-Euc,eucalyptol,Hemp,45211,122.8,2.04,1.74,1
21,Grass,Poaceae,Foxtail millet,Setaria,Setaria pumila,ITS,B,bc1161,19,bc1166 ,4,5,4,June,45815,Prosser Roza,Q4-Car,caryophyllene,Hemp,45211,141.9,2.05,1.69,1
21,Grass,Poaceae,Ryegrass,Lolium,Lolium perenne,ITS,B,bc1161,19,bc1166 ,5,5,4,June,45815,Prosser Roza,Q4-Car,caryophyllene,Hemp,45211,141.9,2.05,1.69,1
35,Grass,Poaceae,Fescue,Festuca,Festuca gudoschnikovii,ITS,19,bc1166,H,bc1190 ,3,5,4,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,28.2,2.15,1.62,1
37,Grass,Poaceae,Bluegrass,Poa,Poa glauca,ITS,19,bc1166,i,bc1191 ,3,11,4,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,41.5,2.2,2.04,1
76,Grass,Poaceae,Fescue,Festuca,Festuca gudoschnikovii,ITS,17,bc1124,V,bc1140 ,7,6,4,June,45815,Prosser Roza,Q6.7,,Hemp,45226,70.2,2.09,2,1
133,Grass,Poaceae,Oatgrass,Arrhenatherum,Arrhenatherum elatius,ITS,12,bc1135,V,bc1140 ,12,2,4,June,45829,Othello Research Farm,C1-Lin,linalool,Hemp,45247,92.7,2.08,2.03,1
134,Grass,Poaceae,Bluegrass,Poa,Poa annua,ITS,12,bc1135,W,bc1189 ,8,2,4,June,45829,Othello Research Farm,C1-Lin,linalool,Hemp,45247,137.6,2.08,1.89,1
151,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,S,bc1154,9,bc1157 ,6,2,4,August,45871,Prosser Roza,Q3-Ter,terpinolene,Hemp,45248,102.1,2.15,2.27,1
197,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,6,bc1152,T,bc1155 ,2,5,4,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,103,2.07,1.65,1
197,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,6,bc1152,T,bc1155 ,2,5,4,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,103,2.07,1.65,1
217,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,4,bc1150,H,bc1190 ,3,3,4,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,96.3,2.06,1.84,1
217,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,4,bc1150,H,bc1190 ,3,3,4,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,96.3,2.06,1.84,1
270,Grass,Poaceae,Bluegrass,Poa,Poa pratensis,ITS,E,bc1170,2,bc1181 ,7,2,4,June,45815,Royal City,H-N/A,none,Carrot,45313,99.5,2.07,1.61,1
27,Grass,Poaceae,Rye,Secale,Secale sylvestre,ITS,19,bc1166,E,bc1170 ,9,2,5,June,45815,Prosser Roza,Q5-Ter,terpinolene,Hemp,45211,82.4,2.04,1.6,1
33,Grass,Poaceae,Bluegrass,Poa,Poa compressa,ITS,19,bc1166,G,bc1172 ,7,4,5,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,110.5,2.13,1.99,1
59,Grass,Poaceae,Ryegrass,Lolium,Lolium perenne,ITS,T,bc1155,18,bc1165 ,14,6,5,June,45815,Prosser Roza,Q2-Rli,R-limonene,Hemp,45225,85.3,2.09,2.03,1
85,Grass,Poaceae,Wheat,Triticum,Triticum aestivum,ITS,16,bc1123,W,bc1189 ,4,5,5,June,45815,Royal City,H6.7,,Carrot,45245,147.6,2.11,1.7,1
86,Grass,Poaceae,Wheat,Triticum,Triticum aestivum,ITS,16,bc1123,F,bc1171 ,11,2,5,June,45815,Royal City,H6.7,,Carrot,45245,333.7,2.2,1.88,1
87,Grass,Poaceae,Rye,Secale,Secale cereale,ITS,15,bc1134,G,bc1172 ,4,13,5,June,45815,Royal City,H6.7,,Carrot,45245,123.7,2.13,2.09,1
87,Grass,Poaceae,Wheat,Triticum,Triticum sp.,ITS,15,bc1134,G,bc1172 ,5,12,5,June,45815,Royal City,H6.7,,Carrot,45245,123.7,2.13,2.09,1
89,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,15,bc1134,i,bc1191 ,5,4,5,June,45815,Royal City,H6.7,,Carrot,45245,124.6,2.11,1.66,1
89,Grass,Poaceae,Ryegrass,Lolium,Lolium saxatile,ITS,15,bc1134,i,bc1191 ,8,2,5,June,45815,Royal City,H6.7,,Carrot,45245,124.6,2.11,1.66,1
90,Grass,Poaceae,Bluegrass,Poa,Poa pratensis,ITS,15,bc1134,K,bc1192 ,4,3,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,60.9,2.02,1.53,1
90,Grass,Poaceae,Fescue,Festuca,Festuca gudoschnikovii,ITS,15,bc1134,K,bc1192 ,2,7,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,60.9,2.02,1.53,1
91,Grass,Poaceae,Bluegrass,Poa,Poa glauca,ITS,15,bc1134,R,bc1173 ,7,2,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,106.5,2.1,1.69,1
91,Grass,Poaceae,Bluegrass,Poa,Poa pratensis,ITS,15,bc1134,R,bc1173 ,5,3,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,106.5,2.1,1.69,1
91,Grass,Poaceae,Fescue,Festuca,Festuca gudoschnikovii,ITS,15,bc1134,R,bc1173 ,4,3,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,106.5,2.1,1.69,1
94,Grass,Poaceae,Bluegrass,Poa,Poa pratensis,ITS,S,bc1154 ,15,bc1134,8,2,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
94,Grass,Poaceae,Fescue,Festuca,Festuca gudoschnikovii,ITS,S,bc1154 ,15,bc1134,4,7,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
94,Grass,Poaceae,Ryegrass,Lolium,Lolium perenne,ITS,S,bc1154 ,15,bc1134,6,2,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
94,Grass,Poaceae,Ryegrass,Lolium,Lolium perenne,ITS,S,bc1154 ,15,bc1134,7,2,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
102,Grass,Poaceae,Bluegrass,Poa,Poa pratensis,ITS,15,bc1134,W,bc1189 ,6,2,5,June,45815,Othello Research Farm,C2-Car,caryophyllene,Hemp,45246,72.1,2.16,1.74,1
116,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,13,bc1148,T,bc1155 ,3,6,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
116,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,13,bc1148,T,bc1155 ,3,6,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
132,Grass,Poaceae,Ryegrass,Lolium,Lolium perenne,ITS,12,bc1135,T,bc1155 ,7,3,5,June,45829,Othello Research Farm,C1-Lin,linalool,Hemp,45247,118.9,2.13,2.38,1
136,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,12,bc1135,R,bc1173 ,7,3,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,118.3,2.14,2.13,1
137,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,S,bc1154,11,bc1159 ,6,3,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,90.4,2.11,1.63,1
160,Grass,Poaceae,Ryegrass,Lolium,Lolium perenne,ITS,9,bc1157,W,bc1189 ,3,3,5,June,45829,Othello Research Farm,C3-Euc,eucalyptol,Hemp,45248,105.8,1.97,1.61,1
168,Grass,Poaceae,Fescue,Festuca,Festuca pyrogea,ITS,9,bc1157,F,bc1171 ,10,2,5,June,45838,Othello Research Farm,C4-Lin,linalool,Hemp,45248,105,2.15,1.62,1
174,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,S,bc1154,8,bc1158 ,10,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,131.1,2.1,1.99,1
177,Grass,Poaceae,Wheat,Triticum,Triticum aestivum,ITS,8,bc1158,W,bc1189 ,12,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,97.9,2.04,1.72,1
179,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,7,bc1153,G,bc1172 ,6,3,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
179,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,7,bc1153,G,bc1172 ,6,3,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
181,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,7,bc1153,R,bc1173 ,7,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,94.1,2.08,2.18,1
181,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,7,bc1153,R,bc1173 ,7,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,94.1,2.08,2.18,1
185,Grass,Poaceae,Crabgrass,Digitaria,Digitaria ciliaris,ITS,V,bc1140,7,bc1153 ,21,242,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,78.2,2,1.87,1
185,Grass,Poaceae,Crabgrass,Digitaria,Digitaria glauca,trnF,8,bc1114,E,bc1174 ,2,2,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,78.2,2,1.87,1
185,Grass,Poaceae,Crabgrass,Digitaria,Digitaria sanguinalis,trnF,8,bc1114,E,bc1174 ,1,9,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,78.2,2,1.87,1
185,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,V,bc1140,7,bc1153 ,4,10,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,78.2,2,1.87,1
190,Grass,Poaceae,Crabgrass,Digitaria,Digitaria ciliaris,ITS,6,bc1152,G,bc1172 ,8,216,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,110.5,2.1,1.98,1
190,Grass,Poaceae,Crabgrass,Digitaria,Digitaria ciliaris,ITS,6,bc1152,G,bc1172 ,8,216,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,110.5,2.1,1.98,1
190,Grass,Poaceae,Crabgrass,Digitaria,Digitaria sanguinalis,trnF,8,bc1114,N,bc1144 ,2,,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,110.5,2.1,1.98,1
190,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,6,bc1152,G,bc1172 ,5,3,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,110.5,2.1,1.98,1
190,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,6,bc1152,G,bc1172 ,5,3,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,110.5,2.1,1.98,1
190,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,6,bc1152,G,bc1172 ,4,4,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,110.5,2.1,1.98,1
190,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,6,bc1152,G,bc1172 ,4,4,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,110.5,2.1,1.98,1
192,Grass,Poaceae,Crabgrass,Digitaria,Digitaria ciliaris,ITS,6,bc1152,i,bc1191 ,7,253,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,91,2.1,1.73,1
192,Grass,Poaceae,Crabgrass,Digitaria,Digitaria ciliaris,ITS,6,bc1152,i,bc1191 ,7,253,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,91,2.1,1.73,1
192,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,6,bc1152,i,bc1191 ,2,62,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,91,2.1,1.73,1
