BLH_ID,type,family,common_name,genus,organism,primer,short,BC,Code,Barcode,OTU ,Sequences,blh_mix_count,time_period,Date,region,site_name,Terpene,host_plant,extraction_date,nucleic_acid,purity,quality,BCTV
51,Tree,Salicaceae,Willow,Salix,Salix myrsinifolia,ITS,D,bc1163,18,bc1165 ,9,2,5,June,45815,Othello Research Farm,C6.7,,Hemp,45225,257,2.14,1.89,0
62,Tree,Anacardiaceae,Sumac,Rhus,Rhus coriaria,ITS,V,bc1140,18,bc1165 ,5,45,5,June,45815,Prosser Roza,Q2-Rli,R-limonene,Hemp,45226,64,2.07,1.53,1
62,Tree,Anacardiaceae,Sumac,Rhus,Rhus coriaria,ITS,V,bc1140,18,bc1165 ,5,45,5,June,45815,Prosser Roza,Q2-Rli,R-limonene,Hemp,45226,64,2.07,1.53,1
72,Tree,Pinaceae,Cedar,Cedrus,Cedrus deodara,trnF,1,bc1097,N,bc1144 ,8,2,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,130,2.11,2.3,1
83,Tree,Salicaceae,Willow,Salix,Salix myrsinifolia,ITS,16,bc1123,T,bc1155 ,7,2,5,June,45815,Royal City,H6.7,,Carrot,45245,160.9,2.15,1.96,1
102,Tree,Malvaceae,Linden,Tilia,Tilia x,ITS,15,bc1134,W,bc1189 ,3,3,5,June,45815,Othello Research Farm,C2-Car,caryophyllene,Hemp,45246,72.1,2.16,1.74,1
104,Tree,Pinaceae,Nordmann Pine,Abies,Abies nordmanniana,ITS,F,bc1171 ,15,bc1134,11,2,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
105,Tree,Pinaceae,Hemlock,Tsuga,Tsuga heterophylla,ITS,G,bc1172 ,14,bc1133,4,2,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,106,2.12,1.82,1
116,Tree,Betulaceae,Alder,Alnus,Alnus maximowiczii,ITS,13,bc1148,T,bc1155 ,4,4,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
116,Tree,Betulaceae,Alder,Alnus,Alnus maximowiczii,ITS,13,bc1148,T,bc1155 ,4,4,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
160,Tree,Rosaceae,Peach,Prunus,Prunus persica,ITS,9,bc1157,W,bc1189 ,4,2,5,June,45829,Othello Research Farm,C3-Euc,eucalyptol,Hemp,45248,105.8,1.97,1.61,1
173,Tree,Fagaceae,Oak,Quercus,Quercus sp.,ITS,8,bc1158,R,bc1173 ,9,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,55.2,1.97,1.68,1
175,Tree,Malvaceae,Linden,Tilia,Tilia x,ITS,T,bc1155,8,bc1158 ,3,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,82.5,2,1.54,1
221,Tree,Pinaceae,Hemlock,Tsuga,Tsuga chinensis,ITS,4,bc1150,S,bc1154 ,33,4,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
221,Tree,Pinaceae,Hemlock,Tsuga,Tsuga chinensis,ITS,4,bc1150,S,bc1154 ,38,4,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,96,2.15,2.38,1
222,Tree,Betulaceae,Alder,Alnus,Alnus maximowiczii,ITS,4,bc1150,T,bc1155 ,2,5,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,107.4,2.11,2.3,1
222,Tree,Betulaceae,Alder,Alnus,Alnus maximowiczii,ITS,4,bc1150,T,bc1155 ,2,5,5,June,45838,Prosser Roza,Q7-Lin,linalool,Hemp,45259,107.4,2.11,2.3,1
267,Tree,Rosaceae,Cherry,Prunus,Prunus avium,ITS,B,bc1161,2,bc1181 ,147,904,5,June,45815,Royal City,H-N/A,none,Carrot,45313,74.6,2.12,1.54,1
267,Tree,Rosaceae,Cherry,Prunus,Prunus transarisanensis,trnF,11,bc1109,M,bc1143 ,1,6,5,June,45815,Royal City,H-N/A,none,Carrot,45313,74.6,2.12,1.54,1
269,Tree,Rosaceae,Cherry,Prunus,Prunus avium,ITS,D,bc1163,2,bc1181 ,16,422,5,June,45815,Royal City,H-N/A,none,Carrot,45313,135.9,2.13,1.54,1
279,Tree,Salicaceae,Willow,Salix,Salix myrsinifolia,ITS,R,bc1173,2,bc1181 ,5,6,5,August,45871,Royal City,H-Rli,R-limonene,Carrot,45350,64.2,2.1,1.65,1
280,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,S,bc1154,2,bc1181 ,6,2,1,August,45871,Royal City,H-Rli,R-limonene,Carrot,45350,9.1,1.74,0.4,0
11,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,20,bc1137,H,bc1190 ,1,44,2,July,45858,Prosser Roza,Q1-Rli,R-limonene,Hemp,45209,192.4,2.11,1.98,1
11,Weed,Solanaceae,Nightshade,Solanum,Solanum nigrum,ITS,20,bc1137,H,bc1190 ,3,2,2,July,45858,Prosser Roza,Q1-Rli,R-limonene,Hemp,45209,192.4,2.11,1.98,1
38,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,19,bc1166,R,bc1173 ,3,48,3,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,30.6,2.24,2.33,1
38,Weed,Brassicaceae,Cress,Arabidopsis,Arabidopsis thaliana,ITS,19,bc1166,R,bc1173 ,36,231,3,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,30.6,2.24,2.33,1
41,Weed,Asteraceae,Pineapple weed,Matricaria,Matricaria matricarioides,ITS,V,bc1140,19,bc1166 ,1,64,3,June,45815,Prosser Roza,Q7-Euc,eucalyptol,Hemp,45218,24.2,2.15,2.11,1
41,Weed,Asteraceae,Pineapple weed,Matricaria,Matricaria matricarioides,ITS,V,bc1140,19,bc1166 ,1,64,3,June,45815,Prosser Roza,Q7-Euc,eucalyptol,Hemp,45218,24.2,2.15,2.11,1
53,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,18,bc1165,F,bc1171 ,3,9,3,June,45815,Othello Research Farm,C6.7,,Hemp,45225,158.9,2.14,2.21,1
53,Weed,Solanaceae,Nightshade,Solanum,Solanum nigrum,ITS,18,bc1165,F,bc1171 ,11,158,3,June,45815,Othello Research Farm,C6.7,,Hemp,45225,158.9,2.14,2.21,1
53,Weed,Fabaceae,Vetch,Vicia,Vicia villosa,ITS,18,bc1165,F,bc1171 ,8,3,3,June,45815,Othello Research Farm,C6.7,,Hemp,45225,158.9,2.14,2.21,1
5,Weed,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium album,ITS,20,bc1137,D,bc1163 ,3,3,4,July,45858,Othello Research Farm,C7-Lin,linalool,Hemp,45209,60.4,2.07,1.52,0
10,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,20,bc1137,G,bc1172 ,3,24,4,June,45829,Prosser Roza,Q5-Ter,terpinolene,Hemp,45209,57.6,2.09,1.77,1
10,Weed,Apiaceae,Hemlock,Conium,Conium maculatum,ITS,20,bc1137,G,bc1172 ,1,111,4,June,45829,Prosser Roza,Q5-Ter,terpinolene,Hemp,45209,57.6,2.09,1.77,1
12,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,20,bc1137,i,bc1191 ,10,37,4,July,45858,Prosser Roza,Q2-Ger,geraniol,Hemp,45209,128.6,2.09,1.95,1
12,Weed,Solanaceae,Bittersweet nightshade,Solanum,Solanum dulcamara,ITS,20,bc1137,i,bc1191 ,10,2,4,July,45858,Prosser Roza,Q2-Ger,geraniol,Hemp,45209,128.6,2.09,1.95,1
12,Weed,Scrophulariaceae,Mullein,Verbascum,Verbascum thapsus,ITS,20,bc1137,i,bc1191 ,5,67,4,July,45858,Prosser Roza,Q2-Ger,geraniol,Hemp,45209,128.6,2.09,1.95,1
12,Weed,Asteraceae,Prickly lettuce,Lactuca,Lactuca serriola,ITS,20,bc1137,i,bc1191 ,3,13,4,July,45858,Prosser Roza,Q2-Ger,geraniol,Hemp,45209,128.6,2.09,1.95,1
13,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,20,bc1137,R,bc1173 ,1,17,4,July,45858,Prosser Roza,Q3-Lin,linalool,Hemp,45211,137.8,2.06,2.41,1
13,Weed,Solanaceae,Nightshade,Solanum,Solanum nigrum,ITS,20,bc1137,R,bc1173 ,5,2,4,July,45858,Prosser Roza,Q3-Lin,linalool,Hemp,45211,137.8,2.06,2.41,1
14,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,20,bc1137,S,bc1154 ,2,46,4,July,45858,Prosser Roza,Q3-Lin,linalool,Hemp,45211,125.5,2.06,2.08,1
15,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,20,bc1137,T,bc1155 ,1,28,4,July,45858,Prosser Roza,Q3-Lin,linalool,Hemp,45211,134.1,2.06,1.8,1
18,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,A,bc1160,19,bc1166 ,2,30,4,June,45815,Prosser Roza,Q7-Euc,eucalyptol,Hemp,45211,122.8,2.04,1.74,1
18,Weed,Fabaceae,Sainfoin,Onobrychis,Onobrychis viciifolia,ITS,A,bc1160,19,bc1166 ,25,7,4,June,45815,Prosser Roza,Q7-Euc,eucalyptol,Hemp,45211,122.8,2.04,1.74,1
21,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,B,bc1161,19,bc1166 ,1,109,4,June,45815,Prosser Roza,Q4-Car,caryophyllene,Hemp,45211,141.9,2.05,1.69,1
25,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,D,bc1163,19,bc1166 ,2,100,4,June,45815,Prosser Roza,Q4-Car,caryophyllene,Hemp,45211,65.4,2.07,1.57,1
25,Weed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,D,bc1163,19,bc1166 ,1,179,4,June,45815,Prosser Roza,Q4-Car,caryophyllene,Hemp,45211,65.4,2.07,1.57,1
39,Weed,Apiaceae,Hog's fennel,Peucedanum,Peucedanum terebinthaceum,ITS,S,bc1154,19,bc1166 ,5,66,4,June,45815,Prosser Roza,Q7-Euc,eucalyptol,Hemp,45218,14.2,1.89,1.89,1
40,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,T,bc1155,19,bc1166 ,6,4,4,June,45815,Prosser Roza,Q7-Euc,eucalyptol,Hemp,45218,24.4,2.23,2.35,1
52,Weed,Solanaceae,Nightshade,Solanum,Solanum nigrum,ITS,18,bc1165,E,bc1170 ,2,6,4,June,45815,Othello Research Farm,C6.7,,Hemp,45225,111.9,2.11,2,1
54,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,18,bc1165,G,bc1172 ,22,5,4,June,45815,Prosser - Oasis Farms,N6.7,,Hops,45225,88.3,2.1,1.85,1
54,Weed,Asteraceae,Thistle,Cirsium,Cirsium arvense,ITS,18,bc1165,G,bc1172 ,3,26,4,June,45815,Prosser - Oasis Farms,N6.7,,Hops,45225,88.3,2.1,1.85,1
55,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,18,bc1165,H,bc1190 ,5,4,4,June,45815,Prosser - Oasis Farms,N6.7,,Hops,45225,278.9,2.14,2.12,1
56,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,18,bc1165,i,bc1191 ,2,27,4,June,45815,Prosser - Oasis Farms,N6.7,,Hops,45225,108,2.12,1.97,1
56,Weed,Boraginaceae,Borage,Oreocarya,Oreocarya nubigena,ITS,18,bc1165,i,bc1191 ,13,3,4,June,45815,Prosser - Oasis Farms,N6.7,,Hops,45225,108,2.12,1.97,1
56,Weed,Boraginaceae,Fiddleneck,Amsinckia,Amsinckia menziesii,ITS,18,bc1165,i,bc1191 ,12,3,4,June,45815,Prosser - Oasis Farms,N6.7,,Hops,45225,108,2.12,1.97,1
57,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,18,bc1165,R,bc1173 ,9,2,4,June,45815,Prosser - Oasis Farms,N6.7,,Hops,45225,110.3,2.09,1.9,1
58,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,S,bc1154,18,bc1165 ,2,9,4,June,45815,Prosser - Oasis Farms,N6.7,,Hops,45225,271.3,2.12,2.13,1
76,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,17,bc1124,V,bc1140 ,3,22,4,June,45815,Prosser Roza,Q6.7,,Hemp,45226,70.2,2.09,2,1
76,Weed,Brassicaceae,Cress,Arabidopsis,Arabidopsis thaliana,ITS,17,bc1124,V,bc1140 ,6,140,4,June,45815,Prosser Roza,Q6.7,,Hemp,45226,70.2,2.09,2,1
107,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,i,bc1191 ,14,bc1133,2,2,4,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,100.6,2.15,1.95,1
107,Weed,Brassicaceae,Sheperd's purse,Capsella,Capsella bursa-pastoris,ITS,i,bc1191 ,14,bc1133,3,2,4,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,100.6,2.15,1.95,1
117,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,V,bc1140,13,bc1148 ,1,3,4,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,84.6,2.11,1.6,1
130,Weed,Solanaceae,Bittersweet nightshade,Solanum,Solanum dulcamara,ITS,12,bc1135,S,bc1154 ,7,4,4,June,45829,Othello Research Farm,Q7-Rli,R-limonene,Hemp,45247,148.7,2.14,1.97,1
130,Weed,Asteraceae,Prickly lettuce,Lactuca,Lactuca serriola,ITS,12,bc1135,S,bc1154 ,2,14,4,June,45829,Othello Research Farm,Q7-Rli,R-limonene,Hemp,45247,148.7,2.14,1.97,1
151,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,S,bc1154,9,bc1157 ,1,40,4,August,45871,Prosser Roza,Q3-Ter,terpinolene,Hemp,45248,102.1,2.15,2.27,1
188,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,7,bc1153,E,bc1170 ,2,13,4,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,85.4,2.07,1.82,1
188,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,7,bc1153,E,bc1170 ,2,13,4,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,85.4,2.07,1.82,1
188,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,7,bc1153,E,bc1170 ,1,14,4,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,85.4,2.07,1.82,1
188,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,7,bc1153,E,bc1170 ,1,14,4,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,85.4,2.07,1.82,1
189,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,6,bc1152,F,bc1171 ,2,6,4,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45258,78.7,2.12,1.71,1
189,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,6,bc1152,F,bc1171 ,2,6,4,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45258,78.7,2.12,1.71,1
189,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,6,bc1152,F,bc1171 ,4,35,4,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45258,78.7,2.12,1.71,1
189,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,6,bc1152,F,bc1171 ,4,35,4,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45258,78.7,2.12,1.71,1
205,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,5,bc1146,H,bc1190 ,3,5,4,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,55.4,1.98,2.25,1
205,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,5,bc1146,H,bc1190 ,3,5,4,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,55.4,1.98,2.25,1
205,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,5,bc1146,H,bc1190 ,2,10,4,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,55.4,1.98,2.25,1
205,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,5,bc1146,H,bc1190 ,2,10,4,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,55.4,1.98,2.25,1
210,Weed,Solanaceae,Nightshade,Solanum,Solanum nigrum,ITS,5,bc1146,T,bc1155 ,3,30,4,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,105.3,2.1,1.9,1
210,Weed,Solanaceae,Nightshade,Solanum,Solanum nigrum,ITS,5,bc1146,T,bc1155 ,3,30,4,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,105.3,2.1,1.9,1
217,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,4,bc1150,H,bc1190 ,1,14,4,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,96.3,2.06,1.84,1
217,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,4,bc1150,H,bc1190 ,1,14,4,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,96.3,2.06,1.84,1
217,Weed,Solanaceae,Nightshade,Solanum,Solanum nigrum,ITS,4,bc1150,H,bc1190 ,2,5,4,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,96.3,2.06,1.84,1
217,Weed,Solanaceae,Nightshade,Solanum,Solanum nigrum,ITS,4,bc1150,H,bc1190 ,2,5,4,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,96.3,2.06,1.84,1
32,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,19,bc1166,F,bc1171 ,7,2,5,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,108.3,2.15,2.15,1
32,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,19,bc1166,F,bc1171 ,6,3,5,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,108.3,2.15,2.15,1
32,Weed,Amaranthaceae,Seepweed,Suaeda,Suaeda corniculata,trnF,4,bc1100,H,bc1107 ,2,,5,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,108.3,2.15,2.15,1
32,Weed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,19,bc1166,F,bc1171 ,2,5,5,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,108.3,2.15,2.15,1
33,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,19,bc1166,G,bc1172 ,11,82,5,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,110.5,2.13,1.99,1
33,Weed,Amaryllidaceae,Wild onion,Allium,Allium pskemense,ITS,19,bc1166,G,bc1172 ,9,2,5,June,45815,Prosser Roza,Q6-Ger,geraniol,Hemp,45218,110.5,2.13,1.99,1
42,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,A,bc1160,18,bc1165 ,5,3,5,June,45815,Prosser Roza,Q1-N/A,none,Hemp,45218,90.4,2.13,1.86,1
51,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,D,bc1163,18,bc1165 ,4,8,5,June,45815,Othello Research Farm,C6.7,,Hemp,45225,257,2.14,1.89,0
51,Weed,Solanaceae,Nightshade,Solanum,Solanum neorossii,trnF,7,bc1113,E,bc1174 ,10,,5,June,45815,Othello Research Farm,C6.7,,Hemp,45225,257,2.14,1.89,0
59,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,T,bc1155,18,bc1165 ,3,7,5,June,45815,Prosser Roza,Q2-Rli,R-limonene,Hemp,45225,85.3,2.09,2.03,1
65,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,17,bc1124,F,bc1171 ,6,2,5,June,45815,Prosser Roza,Q2-Rli,R-limonene,Hemp,45226,129.2,2.08,1.92,1
65,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,17,bc1124,F,bc1171 ,2,4,5,June,45815,Prosser Roza,Q2-Rli,R-limonene,Hemp,45226,129.2,2.08,1.92,1
69,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,17,bc1124,G,bc1172 ,281,1084,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,136.8,2.09,2.11,1
69,Weed,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium album,ITS,17,bc1124,G,bc1172 ,23,5,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,136.8,2.09,2.11,1
69,Weed,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,1,bc1097,J,bc1108 ,3,36,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,136.8,2.09,2.11,1
70,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,H,bc1190 ,17,bc1124,1,254,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,149.9,2.18,1.81,1
71,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,i,bc1191 ,17,bc1124,2,170,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,141.4,2.13,2.15,1
71,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,i,bc1191 ,17,bc1124,11,2,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,141.4,2.13,2.15,1
71,Weed,Apiaceae,Burchervil,Anthriscus,Anthriscus caucalis,ITS,i,bc1191 ,17,bc1124,9,5,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,141.4,2.13,2.15,1
71,Weed,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,1,bc1097,M,bc1143 ,3,32,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,141.4,2.13,2.15,1
72,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,K,bc1192 ,17,bc1124,2,253,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,130,2.11,2.3,1
72,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,K,bc1192 ,17,bc1124,25,2,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,130,2.11,2.3,1
72,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,K,bc1192 ,17,bc1124,26,2,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,130,2.11,2.3,1
72,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,K,bc1192 ,17,bc1124,27,2,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,130,2.11,2.3,1
72,Weed,Boraginaceae,Cat's eyes,Cryptantha,Cryptantha torreyana,ITS,K,bc1192 ,17,bc1124,11,3,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,130,2.11,2.3,1
72,Weed,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,1,bc1097,N,bc1144 ,2,55,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,130,2.11,2.3,1
73,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,17,bc1124,R,bc1173 ,6,130,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,138.5,2.09,1.96,1
73,Weed,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,1,bc1097,S,bc1127 ,10,65,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,138.5,2.09,1.96,1
74,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,17,bc1124,S,bc1154 ,1,92,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,142.4,2.13,2.09,1
74,Weed,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,1,bc1097,T,bc1128 ,3,35,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,142.4,2.13,2.09,1
75,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,17,bc1124,T,bc1155 ,1,88,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,97,2.09,2.09,1
75,Weed,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium album,ITS,17,bc1124,T,bc1155 ,7,2,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,97,2.09,2.09,1
77,Weed,Geraniaceae,Filaree,Erodium,Erodium cicutarium,ITS,W,bc1189 ,17,bc1124,8,2,5,June,45815,Royal City,H6.7,,Carrot,45245,113.8,2.11,2.03,1
83,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,16,bc1123,T,bc1155 ,4,4,5,June,45815,Royal City,H6.7,,Carrot,45245,160.9,2.15,1.96,1
84,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,16,bc1123,V,bc1140 ,6,5,5,June,45815,Royal City,H6.7,,Carrot,45245,115.9,2.1,2.38,1
85,Weed,Geraniaceae,Filaree,Erodium,Erodium cicutarium,ITS,16,bc1123,W,bc1189 ,6,3,5,June,45815,Royal City,H6.7,,Carrot,45245,147.6,2.11,1.7,1
86,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,16,bc1123,F,bc1171 ,12,2,5,June,45815,Royal City,H6.7,,Carrot,45245,333.7,2.2,1.88,1
87,Weed,Asteraceae,Aster,Canadanthus,Canadanthus modestus,ITS,15,bc1134,G,bc1172 ,6,7,5,June,45815,Royal City,H6.7,,Carrot,45245,123.7,2.13,2.09,1
89,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,15,bc1134,i,bc1191 ,4,5,5,June,45815,Royal City,H6.7,,Carrot,45245,124.6,2.11,1.66,1
89,Weed,Asteraceae,Goldenrod,Solidago,Solidago gigantea,ITS,15,bc1134,i,bc1191 ,6,4,5,June,45815,Royal City,H6.7,,Carrot,45245,124.6,2.11,1.66,1
94,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,S,bc1154 ,15,bc1134,5,3,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
95,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,T,bc1155 ,15,bc1134,2,6,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,52.5,2.03,1.53,1
95,Weed,Solanaceae,Nightshade,Solanum,Solanum neorossii,trnF,2,bc1098,S,bc1127 ,2,,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,52.5,2.03,1.53,1
104,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,F,bc1171 ,15,bc1134,1,47,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
104,Weed,Apiaceae,Hemlock,Conium,Conium maculatum,ITS,F,bc1171 ,15,bc1134,4,10,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
104,Weed,Apiaceae,Hog's fennel,Peucedanum,Peucedanum terebinthaceum,ITS,F,bc1171 ,15,bc1134,7,7,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
