BLH_ID,type,family,common_name,genus,organism,primer,short,BC,Code,Barcode,OTU ,Sequences,blh_mix_count,time_period,Year,Date,region,site_name,Terpene,host_plant,extraction_date,nucleic_acid,purity,quality,BCTV,CPt,S_citri
L36,Crop,Fabaceae,Soybean,Glycine,Glycine max,ITS,H,bc1190 ,17,bc1124,3,5,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,149.9,2.18,1.81,1,1,0
L36,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,H,bc1190 ,17,bc1124,2,26,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,149.9,2.18,1.81,1,1,0
L36,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,H,bc1190 ,17,bc1124,4,3,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,149.9,2.18,1.81,1,1,0
L37,Weed,Apiaceae,Burchervil,Anthriscus,Anthriscus caucalis,ITS,i,bc1191 ,17,bc1124,9,5,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,i,bc1191 ,17,bc1124,2,170,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,i,bc1191 ,17,bc1124,11,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,i,bc1191 ,17,bc1124,3,20,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,i,bc1191 ,17,bc1124,5,15,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,i,bc1191 ,17,bc1124,10,3,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Lambsquarter,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,1,bc1097,M,bc1143 ,3,32,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,i,bc1191 ,17,bc1124,15,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,i,bc1191 ,17,bc1124,1,312,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,i,bc1191 ,17,bc1124,4,18,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,i,bc1191 ,17,bc1124,6,13,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,i,bc1191 ,17,bc1124,7,8,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,i,bc1191 ,17,bc1124,12,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,i,bc1191 ,17,bc1124,13,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,i,bc1191 ,17,bc1124,14,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,i,bc1191 ,17,bc1124,16,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L37,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,i,bc1191 ,17,bc1124,8,6,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,141.4,2.13,2.15,1,0,0
L38,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,K,bc1192 ,17,bc1124,2,253,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,K,bc1192 ,17,bc1124,25,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,K,bc1192 ,17,bc1124,26,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,K,bc1192 ,17,bc1124,27,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,K,bc1192 ,17,bc1124,8,4,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Tree,Pinaceae,Cedar,Cedrus,Cedrus deodara,trnF,1,bc1097,N,bc1144 ,8,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Lambsquarter,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,1,bc1097,N,bc1144 ,2,55,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Weed,Boraginaceae,Cat's eyes,Cryptantha,Cryptantha torreyana,ITS,K,bc1192 ,17,bc1124,11,3,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,K,bc1192 ,17,bc1124,30,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,K,bc1192 ,17,bc1124,7,4,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,K,bc1192 ,17,bc1124,3,151,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,K,bc1192 ,17,bc1124,28,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,K,bc1192 ,17,bc1124,29,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,1,657,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,4,7,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,5,5,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,6,4,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,9,3,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,10,3,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,13,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,14,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,15,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,16,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,17,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,18,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,19,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,20,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,21,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,22,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,23,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,ITS,K,bc1192 ,17,bc1124,24,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Bean,Phaseolus,Phaseolus vulgaris,trnF,1,bc1097,N,bc1144 ,26,96,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L38,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,K,bc1192 ,17,bc1124,12,3,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,130,2.11,2.3,1,1,0
L39,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,17,bc1124,R,bc1173 ,6,130,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,138.5,2.09,1.96,1,0,0
L39,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,17,bc1124,R,bc1173 ,6,3,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,138.5,2.09,1.96,1,0,0
L39,Lambsquarter,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,1,bc1097,S,bc1127 ,10,65,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,138.5,2.09,1.96,1,0,0
L39,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,17,bc1124,R,bc1173 ,7,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,138.5,2.09,1.96,1,0,0
L39,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,17,bc1124,R,bc1173 ,4,5,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,138.5,2.09,1.96,1,0,0
L39,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,17,bc1124,R,bc1173 ,2,25,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,138.5,2.09,1.96,1,0,0
L39,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,17,bc1124,R,bc1173 ,3,9,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,138.5,2.09,1.96,1,0,0
L39,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,ITS,17,bc1124,R,bc1173 ,8,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,138.5,2.09,1.96,1,0,0
L40,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,17,bc1124,S,bc1154 ,7,3,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,142.4,2.13,2.09,1,0,0
L40,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,17,bc1124,S,bc1154 ,1,92,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,142.4,2.13,2.09,1,0,0
L40,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,17,bc1124,S,bc1154 ,10,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,142.4,2.13,2.09,1,0,0
L40,Lambsquarter,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,1,bc1097,T,bc1128 ,3,35,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,142.4,2.13,2.09,1,0,0
L40,Mustard,Brassicaceae,Tansyweed,Descurainia,Descurainia pinnata,ITS,17,bc1124,S,bc1154 ,6,4,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,142.4,2.13,2.09,1,0,0
L40,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,17,bc1124,S,bc1154 ,8,3,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,142.4,2.13,2.09,1,0,0
L40,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,17,bc1124,S,bc1154 ,3,7,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,142.4,2.13,2.09,1,0,0
L40,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,17,bc1124,S,bc1154 ,11,77,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,142.4,2.13,2.09,1,0,0
L40,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,17,bc1124,S,bc1154 ,4,5,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,142.4,2.13,2.09,1,0,0
L40,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,17,bc1124,S,bc1154 ,5,4,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,142.4,2.13,2.09,1,0,0
L41,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,17,bc1124,T,bc1155 ,1,88,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,97,2.09,2.09,1,0,0
L41,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,17,bc1124,T,bc1155 ,5,5,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,97,2.09,2.09,1,0,0
L41,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,17,bc1124,T,bc1155 ,6,3,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,97,2.09,2.09,1,0,0
L41,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,17,bc1124,T,bc1155 ,7,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,97,2.09,2.09,1,0,0
L41,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,17,bc1124,T,bc1155 ,8,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,97,2.09,2.09,1,0,0
L41,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,17,bc1124,T,bc1155 ,4,19,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,97,2.09,2.09,1,0,0
L41,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,17,bc1124,T,bc1155 ,2,29,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,97,2.09,2.09,1,0,0
L41,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,17,bc1124,T,bc1155 ,3,29,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,97,2.09,2.09,1,0,0
L41,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,17,bc1124,T,bc1155 ,9,2,5,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,97,2.09,2.09,1,0,0
L42,Weed,Brassicaceae,Cress,Arabidopsis,Arabidopsis thaliana,ITS,17,bc1124,V,bc1140 ,6,140,4,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,70.2,2.09,2,1,0,0
L42,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,17,bc1124,V,bc1140 ,3,22,4,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,70.2,2.09,2,1,0,0
L42,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,17,bc1124,V,bc1140 ,14,2,4,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,70.2,2.09,2,1,0,0
L42,Grass,Poaceae,Fescue,Festuca,Festuca gudoschnikovii,ITS,17,bc1124,V,bc1140 ,7,6,4,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,70.2,2.09,2,1,0,0
L42,Crop,Fabaceae,Soybean,Glycine,Glycine max,ITS,17,bc1124,V,bc1140 ,10,3,4,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,70.2,2.09,2,1,0,0
L42,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,17,bc1124,V,bc1140 ,5,8,4,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,70.2,2.09,2,1,0,0
L42,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,17,bc1124,V,bc1140 ,15,10,4,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,70.2,2.09,2,1,0,0
L42,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,17,bc1124,V,bc1140 ,31,240,4,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,70.2,2.09,2,1,0,0
L42,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,17,bc1124,V,bc1140 ,8,4,4,June,2022,44719,Prosser,Q6.7,NA,Cannabis,45226,70.2,2.09,2,1,0,0
L43,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,W,bc1189 ,17,bc1124,3,7,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,W,bc1189 ,17,bc1124,2,9,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Weed,Geraniaceae,Redstem filaree,Erodium,Erodium cicutarium,ITS,W,bc1189 ,17,bc1124,8,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,1,674,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,4,4,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,5,4,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,6,3,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,7,3,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,9,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,10,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,11,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,12,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,13,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,W,bc1189 ,17,bc1124,14,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L43,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,W,bc1189 ,17,bc1124,15,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,113.8,2.11,2.03,1,0,0
L44,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,16,bc1123,H,bc1190 ,1,34,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,139.9,2.12,1.86,1,1,0
L44,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,16,bc1123,H,bc1190 ,2,5,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,139.9,2.12,1.86,1,1,0
L44,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,16,bc1123,H,bc1190 ,3,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,139.9,2.12,1.86,1,1,0
L44,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,H,bc1190 ,4,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,139.9,2.12,1.86,1,1,0
L45,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,16,bc1123,i,bc1191 ,2,15,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,142,2.18,1.91,1,1,0
L45,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,16,bc1123,i,bc1191 ,4,9,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,142,2.18,1.91,1,1,0
L45,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,16,bc1123,i,bc1191 ,6,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,142,2.18,1.91,1,1,0
L45,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,i,bc1191 ,1,156,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,142,2.18,1.91,1,1,0
L45,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,16,bc1123,i,bc1191 ,5,8,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,142,2.18,1.91,1,1,0
L45,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,16,bc1123,i,bc1191 ,3,9,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,142,2.18,1.91,1,1,0
L46,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,16,bc1123,K,bc1192 ,3,5,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147.6,2.11,1.84,1,0,0
L46,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,16,bc1123,K,bc1192 ,2,7,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147.6,2.11,1.84,1,0,0
L46,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,16,bc1123,K,bc1192 ,5,2,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147.6,2.11,1.84,1,0,0
L46,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,16,bc1123,K,bc1192 ,4,4,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147.6,2.11,1.84,1,0,0
L46,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,K,bc1192 ,1,58,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147.6,2.11,1.84,1,0,0
L47,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,16,bc1123,R,bc1173 ,3,16,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147,2.12,2.26,1,1,0
L47,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,16,bc1123,R,bc1173 ,6,6,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147,2.12,2.26,1,1,0
L47,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,16,bc1123,R,bc1173 ,5,8,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147,2.12,2.26,1,1,0
L47,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,R,bc1173 ,7,4,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147,2.12,2.26,1,1,0
L47,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,16,bc1123,R,bc1173 ,21,19,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147,2.12,2.26,1,1,0
L47,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,16,bc1123,R,bc1173 ,3,95,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,147,2.12,2.26,1,1,0
L48,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,16,bc1123,S,bc1154 ,2,8,5,June,2022,44719,Royal City,H6.7,NA,Carrot,45245,149.7,2.1,1.61,1,0,0
